id,0,1,2,t
0,6.487433018623466,-1.0968142353756647,-17.41023121982583,1
1,8.307323943436131,0.12656304900722745,-6.648529939897003,1
3,4.923524358193927,-0.6896801018736217,4.372803675200221,1
6,3.67779702600227,0.27303759966945473,1.5026592317721217,1
12,6.885472826815564,-1.5957886194199928,-3.6889622256009256,1
17,8.752318280314938,2.0576912362898216,6.390052127614825,1
18,5.989639115564316,-2.2745046683971593,-0.06295913952085193,1
21,1.3646142858088304,-1.6035245811304972,-1.8759217973607825,1
29,1.4362760927089329,-0.8159019991433042,3.277542748339253,1
32,5.6901355602691295,-1.1352287184215306,-5.634054174015077,1
35,0.8456315375581482,0.577037507750978,-10.365733927642575,1
38,4.514004241352739,0.8712109848392723,3.0021388361263224,1
40,4.366687435592155,-1.3432100582227882,4.971383429087208,1
43,3.7196307036105485,-0.009114065459667654,6.740560361374235,1
47,7.062351346091457,-1.0107339711489205,1.4377108924879292,1
52,5.2416390474037815,-0.8398402285892018,-3.260830308686056,1
60,5.865174797931648,0.10773636287051562,-0.17095291651503028,1
62,5.864276377270437,-0.48691205482256633,-7.757448640608827,1
84,6.749897350969776,0.1464845878054802,7.10281395991684,1
89,2.28775439717062,-0.46869809833389303,2.7841129240545404,1
95,5.175889138549212,0.697006574534427,-8.005213422455197,1
98,3.661977130007255,1.0840745936232519,8.585181377996964,1
100,5.308346900209051,-2.2451093663965564,-2.418821746387573,1
103,3.3545174090215646,-0.17784218883413402,-14.616590671079278,1
104,3.856282371953445,0.9356799903179057,-16.132788830442415,1
114,8.32952817894164,0.7712790855333425,-9.120139048902542,1
116,3.47712182984992,0.3751743897454752,-14.12922351221778,1
121,3.4227138778170048,-1.3112211796106017,7.199693651997909,1
129,3.250549137736536,0.21982765393351905,-6.196947921466968,1
134,2.761575013015118,-1.9307309056563569,-1.605808033749983,1
139,7.0122984300546705,0.5346300423232543,8.13078164571323,1
140,7.412647770249534,-0.043134898816010965,-14.015291583828557,1
142,4.3665770493420135,1.4427219602778343,8.26182325386634,1
159,6.340036933296856,-0.035564997355353505,-12.403134473552573,1
163,6.5778325637310635,0.3417571013017608,-11.90531806143269,1
173,6.986878791249039,1.238016644910216,-1.7748471632747402,1
177,2.9444536851815712,0.3636966221831632,-0.7696988180768751,1
181,5.783969611809594,-1.0287394710832154,8.719289099771105,1
186,0.26322796903527745,1.5297176565061377,-5.765637010093781,1
190,6.383759039737685,-1.269513827204171,6.492826921514649,1
193,9.046842102914367,-0.2788919919927141,4.241045378417338,1
203,11.261060643856876,0.3698940412989021,-0.010207478226311007,1
205,5.077872651647801,-0.3218042618337425,-1.8636131930158963,1
209,11.074502141895854,0.7259660706287608,-4.037298302745594,1
217,2.9785007819650575,-0.6115209454648943,16.95115820189874,1
218,11.428517427938335,0.9839912588634173,-2.9137340469719297,1
221,12.284168138242539,0.5857109812083289,3.9550902429989154,1
223,13.167410752076757,-0.14536498827648633,2.0136603612078487,1
224,11.310124103663245,-0.18122692923609618,-5.557966497628885,1
231,10.64786481052879,-0.2541642562371489,9.964630809891165,1
236,15.185851042844334,-1.2450339916790207,6.075183897948669,1
242,10.942008546882985,-0.7079508724832602,0.5397004720976761,1
243,9.91283007842205,2.131482059870385,-3.8204576115502213,1
253,10.911694565850901,-0.24312220923980019,11.258510956741924,1
255,9.277192395409076,0.37086063587072315,7.691101018857388,1
264,7.5807799705622845,-0.7459624985166763,3.6589173392025085,1
265,6.948272712820363,0.4842969655851251,3.986236658838208,1
270,11.601293628635041,1.5708773502431481,3.641506532937544,1
277,11.30607479503286,1.198471736382375,10.067518874431952,1
