id,0,1,2,t,label
6,3.867908457961735,0.18855405404404543,-0.40751013048963847,1,0
12,4.484966274028821,-0.7894390437251426,-6.958095578314692,1,0
13,5.226013377358055,-0.45812416444695164,-1.4288921219478046,1,0
27,4.149194259290563,-0.012377208058957125,-1.2475140785032448,1,0
31,7.171366743433595,1.0510749342423453,-2.6131983818863365,1,0
32,5.29667943917872,-1.3582961143142191,0.09960539793512535,1,0
40,4.748815984835523,-0.21621914594166386,3.7137862590443866,1,0
57,3.1106502135696505,0.8769747416886289,0.281950405871257,1,0
60,4.668723839761124,-0.11720636772631904,4.21549115300972,1,0
67,4.331980740084504,-0.09073483911859793,1.4288667557322425,1,0
71,1.6518031895542014,-1.6852510232794342,-4.208514846902164,1,0
72,3.002111448014361,1.0292420435013032,-1.4234503186280572,1,0
95,4.885657657280082,-0.09470063735803415,-0.4857310587366173,1,0
105,6.632991952799681,-1.7116549308680877,1.7024769651668363,1,0
106,7.352180133206217,0.20967678940134873,-1.5852606536392553,1,0
107,1.4255319197554526,0.1381349999731114,2.431660542741771,1,0
108,3.1075531629619135,-1.255799482246521,-7.0545173890087245,1,0
110,3.9137652623480994,0.5071857397003876,3.9731475201687645,1,0
112,5.452043575928424,0.8735594262486417,-3.7174376875445434,1,0
127,-0.5250116357257957,-0.49501622597181766,-0.4975349172332067,1,0
129,5.243513286111647,1.6567787555225408,4.880101675159456,1,0
131,3.345781836702157,-0.3444491194103053,-4.072366397063968,1,0
133,4.519059235246424,-1.0979071977603851,1.3171413525163387,1,0
135,6.606749161770435,0.04592000692228295,2.1044896207156634,1,0
138,3.6738129848991923,0.7098687069059473,2.811046739691482,1,0
143,5.407312156620876,-1.024339453330827,-0.5345997484840869,1,0
162,4.2034170189421305,0.2152072434512666,-1.7622955306706167,1,0
163,4.430253507069554,-1.3957192140085888,3.0737330295043965,1,0
166,6.705428665075037,0.032100471462199416,0.09256367298271324,1,0
173,1.6958356834395016,0.6382388980518957,-0.38817911557435936,1,0
177,6.203730765567739,0.10226362425768643,5.284442787129341,1,0
178,4.913591828678406,0.8208919545700977,0.7844904108960873,1,0
186,4.965414212135679,1.3264343132156031,-0.5342238483591608,1,0
187,4.273007942360563,-0.13188684249553778,-4.628668621925575,1,0
191,1.7180079683631821,-1.1063729574854988,-5.291247137987538,1,0
204,11.992273009609034,-1.2264916389738023,2.2165433173495828,1,1
207,7.631869605589461,1.3293260574416506,4.1009359745725655,1,1
208,15.4295926275296,-1.1809925263642138,-0.5738243852903016,1,1
209,8.393840692389276,0.8250395817205214,-1.9327599226243015,1,1
214,10.528598468851094,-0.4234932995984101,-3.5223566227596774,1,1
215,11.476715777760294,0.9431818444744747,-1.4896064398289781,1,1
223,11.321959067483588,0.3326407687122595,-3.1085566809059784,1,1
232,10.369977166424507,-1.471736258881659,-1.0565566321782565,1,1
234,6.577543010994956,-0.9753771783858745,0.3339492187495101,1,1
235,7.418385345343013,0.6905191746813226,-0.488886076700135,1,1
