,i,j,dist
0,0,1,29.76551789630043
1,0,2,46.507740899637085
2,0,3,6.431344911169267
3,0,4,41.62457303180596
4,0,5,40.699861156159294
5,0,6,33.52104891619546
6,0,7,64.92518240803429
7,0,8,227.03405311251058
8,0,9,121.75555528854434
9,0,10,10.465895730781696
10,0,11,40.74631638311739
11,0,12,28.56385633438395
12,0,13,67.088882355268
13,0,14,40.96021457391102
14,0,15,14.122642427982932
15,0,16,65.97902190141329
16,0,17,55.61896755145263
17,0,18,71.0294475136877
18,0,19,24.32861955512477
19,0,20,66.92785703109254
20,0,21,35.30085916474622
21,0,22,105.4141352870031
22,0,23,38.97414442289218
23,0,24,47.927992687676166
24,0,25,200.74071575084528
25,0,26,237.68861972658448
26,0,27,129.42337980806377
27,0,28,24.708759309862412
28,0,29,47.364327782442956
29,0,30,46.76600969080656
30,0,31,13.748488707780401
31,0,32,40.32383559352687
32,0,33,31.033521122556504
33,0,34,26.9661724151068
34,0,35,13.451676181071118
35,0,36,90.63977725028144
36,0,37,32.06641609162921
37,0,38,152.3111984439915
38,0,39,195.53933304709062
39,0,40,298.5814221922001
40,0,41,425.3266450807202
41,0,42,271.81292683015386
42,0,43,228.1952279457165
43,0,44,250.06124452646554
44,0,45,229.84616245980752
45,0,46,285.9973698886305
46,0,47,194.70174688764115
47,0,48,326.93588959854543
48,0,49,233.37894538761392
49,0,50,195.14049790041418
50,0,51,330.690219062547
51,0,52,373.33247071091284
52,0,53,206.32111389629418
53,0,54,408.5164339811117
54,0,55,342.2018910105227
55,0,56,230.58348971209094
56,0,57,260.7788738042839
57,0,58,237.6074960677893
58,0,59,184.77239146932214
59,0,60,279.41018348396335
60,0,61,208.896112136243
61,0,62,521.7705396665087
62,0,63,333.91647326294856
63,0,64,426.0496963339905
64,0,65,214.72290073288715
65,0,66,190.08008572945138
66,0,67,421.1734031394325
67,0,68,339.3874349320504
68,0,69,391.30011283398926
69,0,70,497.69771414733145
70,0,71,450.56391352297817
71,0,72,328.571182036257
72,0,73,386.2537541327173
73,0,74,673.344663249098
74,0,75,389.29320853254484
75,0,76,297.6174809700291
76,0,77,138.1576204642695
77,0,78,219.9650311680738
78,0,79,688.4009948243589
79,0,80,623.8374726526176
80,0,81,418.51685450682214
81,0,82,618.0218816975779
82,0,83,464.89969308852244
83,0,84,865.4125466930659
84,0,85,438.23428142381056
85,0,86,734.6014944331173
86,0,87,563.9229150366211
87,0,88,704.4281530563321
88,0,89,506.71695913510297
89,0,90,313.2030924115585
90,0,91,559.6186303252991
91,0,92,663.0833723265132
92,0,93,607.9169181708843
93,0,94,801.0457612410137
94,0,95,610.1148036456458
95,0,96,548.6217821266422
96,0,97,473.7195174784536
97,0,98,208.2610520576103
98,0,99,398.82994930975644
99,0,100,641.9952866820215
100,0,101,505.05473045051053
101,0,102,698.8791924855316
102,0,103,630.0049345073749
103,0,104,593.9962090045165
104,0,105,627.275216609256
105,0,106,713.2788450178405
106,0,107,465.5996226951344
107,0,108,800.6770725847479
108,0,109,504.7849503077576
109,0,110,904.5430669820371
110,0,111,471.62118650501714
111,0,112,622.4086375339377
112,0,113,583.3942220155914
113,0,114,518.3937216089424
114,0,115,611.1385691839436
115,0,116,689.0062032580795
116,0,117,366.66319419610693
117,0,118,819.252157688856
118,0,119,461.32282948689823
119,0,120,584.8985667506537
120,0,121,579.2151869904498
121,0,122,815.3620060716607
122,0,123,1047.6972755530933
123,0,124,1043.1643363614653
124,0,125,964.668175605414
125,0,126,1389.9626146601845
126,0,127,843.4274450818189
127,0,128,1178.6378930475767
128,0,129,1509.3501361882513
129,0,130,1586.4520367968166
130,0,131,1440.9430617732537
131,0,132,637.0267527988146
132,0,133,1363.3772018161733
133,0,134,769.3752400324888
134,0,135,1413.9302330706068
135,0,136,1472.5190377231893
136,0,137,931.7112391765459
137,0,138,1495.2326728735698
138,0,139,1446.8968798640615
139,0,140,1293.8937528537576
140,0,141,1531.2463346759578
141,0,142,1377.2301423104793
142,0,143,976.241690366516
143,0,144,1065.8101269736842
144,0,145,1133.252381754452
145,0,146,1315.662926313101
146,0,147,1157.098060359919
147,0,148,1489.6455514717
148,0,149,1548.8404741221718
149,0,150,1297.1461008363917
150,0,151,822.4621905054405
151,0,152,1383.150362912158
152,0,153,1185.3664748343933
153,0,154,1910.9503529413123
154,0,155,1575.2069105316928
155,0,156,1250.553925366732
156,0,157,946.8786073755361
157,0,158,855.793053767501
