item,0,1,t
0,-0.3247316086212514,-0.05277327561386381,0
1,-0.047467007716471395,-0.008873614965122519,0
2,-0.15032623503757284,-0.029201852970720355,0
3,-0.2570666108119411,-0.047917166593848405,0
4,-0.03471383969020222,-0.011296826044610849,0
5,-0.005573816663628677,0.001891647403146252,0
6,-0.054649402537179925,-0.009635048578763772,0
7,0.07772942397399212,-0.002963357470877915,0
8,0.049387637373096885,-0.005833800014768029,0
9,-0.08684235629251803,-0.019510552508007838,0
10,-0.028827567174064202,-0.03119306237167152,0
11,-0.08467721060766176,-0.05744673472821586,0
12,-0.23152498670787225,-0.00722993050656179,0
13,-0.02221792685344251,-0.00961345598230278,0
14,0.049862730431234216,0.011715727119420353,0
15,0.058697636412026674,-0.003804709127025947,0
16,-0.057826431983795466,-0.010445243820672091,0
17,-0.26793832003749146,-0.046572672584340315,0
18,-0.25923942894811347,-0.04611478246990049,0
19,-0.21010672269056715,-0.03799733335240881,0
20,-0.06458816966080418,-0.009123647163607659,0
21,-0.11988390850204282,-0.019704573415777155,0
22,-0.1020526977214396,0.02736854228699215,0
23,0.13464278015761455,-0.09986704418248221,0
24,0.02875970272673706,0.005493793320594434,0
25,-0.29204930624721304,-0.0484418805283389,0
26,-0.26129793990024164,-0.04403905754530073,0
27,-0.21839363816546442,-0.035744740806232835,0
28,-0.2120192046797106,-0.03535987320878246,0
29,0.07750811527261772,0.002232191649064907,0
30,-0.11731451995182225,-0.019153422843316614,0
31,-0.26160478961178585,-0.046646926617940614,0
32,-0.21489284822066504,-0.03687449764161558,0
33,-0.07584067554422902,-0.016679175687469655,0
34,-0.38763328158436616,0.38456051575638966,0
35,-0.05744633885783378,-0.0019333367529032165,0
36,-0.21950027103522912,-0.03880973000920922,0
37,-0.01720167126590648,-0.006224337041085645,0
38,-0.017722037673181642,-0.01154596737979977,0
39,0.011012948932625955,-0.007249720395138546,0
40,0.028642348843321928,-0.0011611654479882641,0
41,0.06612711131072715,-0.0005670363238631035,0
42,0.091521437595225,-0.00614083017794612,0
43,-0.14910925728966795,-0.031156065525933713,0
44,-0.0919076625087023,-0.015928709669926995,0
45,-0.09610473670626127,-0.01955367984723651,0
46,-0.19818554523924517,-0.017919894654482633,0
47,-0.12746711799566324,-0.025673225109616376,0
48,-0.25539707059401007,-0.04481125861899792,0
49,-0.26214944463941225,-0.045690225256466474,0
50,0.042454677087868084,-0.0007017060793171135,0
51,-0.28266244579776945,-0.03444415832590543,0
52,-0.0787707452212008,-0.017241341306362627,0
53,0.044738606955225045,-0.005568808327094116,0
54,0.06640313729943867,0.025543542703576387,0
55,-0.22166252888906235,-0.03982597665585541,0
56,-0.25354542353430454,-0.04544033430225806,0
57,-0.04683571653516288,-0.008092164200102288,0
58,0.06225269575233604,0.037566243181713914,0
59,-0.16749158767582503,-0.02695141859774509,0
60,0.045319691106478266,0.006158282142519964,0
61,-0.05395496839728487,-0.009936789592048651,0
62,-0.22047918624114646,-0.04102213394266007,0
63,-0.2535018791889184,-0.04236913666077049,0
64,-0.25489622274975804,-0.045543795928861056,0
65,-0.05899974689705183,-0.013093896830697054,0
66,-0.2563360568903207,-0.045738069880024365,0
67,-0.1661882830429366,-0.030560818016305266,0
68,0.03292173382370038,-0.0008486451180990597,0
69,0.09969974071155094,0.0008895755181726374,0
70,-0.2677093729020212,0.2693237809544705,0
71,-0.19316302387169382,0.02652835256405631,0
72,-0.18756896230222392,-0.026011627863070784,0
73,-0.14321679800256917,-0.02958664981225292,0
74,0.05366685236577369,0.0004784632847916575,0
75,0.03066215020712642,-0.0014936054027669553,0
76,0.046963561187841014,0.027394510854351486,0
77,-0.018606381298193066,-0.00901297982032068,0
78,0.01856044631196515,0.06353657975082848,0
79,-0.11470114622619351,-0.025343393910028073,0
80,-0.0699300265149802,-0.018714249267165108,0
81,-0.16061332552087232,-0.023896586384499506,0
82,-0.2065174692092117,-0.039183659486752016,0
83,0.004175008075366575,-0.03435186432043586,0
84,0.04570577250922429,0.0034423538175054717,0
85,0.0026990269945512844,-0.011746956126053372,0
86,-0.15446159891757477,-0.025115987793397482,0
87,-0.2584377356179067,-0.046090050360967236,0
88,-0.14309733507433775,-0.046544934223345456,0
89,0.05968749766172627,-0.001764050383178938,0
90,0.08393707419064882,-0.025074223864447815,0
91,-0.22845990678735897,-0.03960324771318079,0
92,-0.29818590917220117,-0.049983363691066277,0
93,-0.06366272318883963,-0.00775275299915282,0
94,-0.24109453076175097,-0.04312486006731584,0
95,-0.3503404844198027,-0.059323989042055256,0
96,0.009589841180623507,0.0007213023900732332,0
97,-0.19588407651079803,-0.035212390071740866,0
98,-0.0899092741279537,-0.017708228019742006,0
99,-0.07655610477927142,0.004801171797803545,0
100,-0.06677920395951409,-0.013552522250922254,0
101,-0.20217527638366195,-0.035379099194120106,0
102,-0.012251802864875604,-0.010812146245029434,0
103,-0.15069379004148822,-0.019173060927685382,0
104,-0.2527920098404975,-0.0389029690198817,0
105,-0.1465818834312897,-0.032267162907271656,0
106,-0.2473052749994651,-0.03697674865587848,0
107,0.09946825860460137,0.004221000578825498,0
108,0.0865201064281992,-0.01064772246412602,0
109,-0.16970875955569495,-0.03499609490897499,0
110,-0.2684361862168018,-0.0461560155886941,0
111,-0.19756184316547473,-0.008594627724806288,0
112,-0.2141166396215626,-0.030925227663924835,0
113,0.1058213687531573,-0.004857162080452053,0
114,-0.21644613794088846,-0.04539853287937442,0
115,-0.21196213711644687,-0.006160875769213818,0
116,-0.02962683239409917,-0.008418442738677269,0
117,-0.20744896464589652,-0.03546986153585298,0
118,-0.0018742509144531252,-0.0005191309689829253,0
119,-0.19928286449390528,-0.036911179956720386,0
120,-0.06277663281884695,0.005893573678857971,0
121,0.02319691605378915,0.017042505568580366,0
122,-0.015510851259847842,-0.003386388509841181,0
123,-0.008912500613380015,-0.029416357963365218,0
124,-0.001594490695245569,0.004939522820312594,0
125,0.03971842536562174,0.07509169825875163,0
126,-0.2465919161733699,-0.04116489427190705,0
127,-0.09048003173262839,-0.0193113180841949,0
128,-0.15420970066218062,-0.027158072240530604,0
129,-0.10910137267774862,-0.03204529241771384,0
130,-0.2335550045044066,-0.04140355258229132,0
131,-0.027567954645480258,-0.009372551778319934,0
132,-0.04895172102586141,-0.0169848223873136,0
133,-0.2751681539750227,-0.04848240357120729,0
134,-0.004397203735359747,-0.00540129622068494,0
