item,0,1,t
0,-40.80007619339766,24.43981435897518,0
1,-39.881105655762425,26.23644014132877,0
2,-39.60950854240684,26.752695473086966,0
3,-42.072865477819626,24.74742726366529,0
4,-40.31144082681483,25.49519210127085,0
5,-41.45813076628902,24.977695689791418,0
6,-41.50913118069271,23.11619735931043,0
7,-41.45854033772094,26.67255095680716,0
8,-41.51647358074123,24.620457735414362,0
9,-41.920215628945314,24.766006888208615,0
10,-43.89886593024542,25.083547394436735,0
11,-41.06160823226738,23.03658126539222,0
12,-46.04883190698386,19.47169771088354,0
13,-39.8038493537022,24.820941322714965,0
14,-42.429201956134705,25.937779233264244,0
15,-42.03840897852334,24.922803129849452,0
16,-37.780496454479646,27.591212404540922,0
17,-42.536448791621204,22.191375395077976,0
18,-42.53393785251623,22.404610075020663,0
19,-41.080543075062444,23.98316029442802,0
20,-41.86714553305671,24.277494824517838,0
21,-43.526062474787054,23.043928499976538,0
22,-43.070061903138615,22.849049724720313,0
23,-41.960132843693756,25.392623972713046,0
24,-37.88193371492253,28.41696545980791,0
25,-42.29933366770967,23.603909809118168,0
26,-40.51609844162959,24.82752870292134,0
27,-40.99046637440365,25.52702461789935,0
28,-38.72012206830926,26.003432647037112,0
29,-40.42118825356227,24.862044899515816,0
30,-38.67747369356883,26.244985862176836,0
31,-41.468321661538496,25.111911464226626,0
32,-41.37953130010301,23.942305431532887,0
33,-40.38127006152057,26.379599923284935,0
34,-38.87809717359018,26.56397684955527,0
35,-41.68773278155416,22.989216476114628,0
36,-41.81601699616448,24.156793357654426,0
37,-41.485170527212375,25.852773043308435,0
38,-40.42792230316408,24.989736581442234,0
39,-41.9176701475734,24.290060749255247,0
40,-40.012683753437685,23.739259788337616,0
41,-42.9423242116836,23.731730070773335,0
42,-42.304435757108564,23.543456421544413,0
43,-43.443492007247606,22.452364627862547,0
44,-42.17945569487278,24.782975096808332,0
45,-39.08686290082721,26.982233436761447,0
46,-42.33261256816749,25.415180979779286,0
47,-39.07090249912769,26.967847379681324,0
48,-42.71565388164714,23.623054828484246,0
49,-41.86157623841382,23.763202982599864,0
50,-41.35773013311518,24.697584671301122,0
51,-41.22334032125626,22.7865765775314,0
52,-40.134101750088675,25.980617091931233,0
53,-38.78762372073138,27.065138802787864,0
54,-47.25687670868633,17.833387704451734,0
55,-39.75483072259736,25.223778994524036,0
56,-43.82242719212877,22.059402152163784,0
57,-45.01407200443384,20.42490353368114,0
58,-45.94182706734616,19.569773086896166,0
59,-41.10208216772927,24.80122153994256,0
60,-40.76295341408932,24.24132623564759,0
61,-47.50929675321582,19.03437382861106,0
62,-42.911553037188234,22.457685125008606,0
63,-46.51299910051044,20.15822180891163,0
64,-45.05983256673749,22.6732486666218,0
65,-43.86591069144007,21.863280969617378,0
66,-46.26958518880291,19.853455250131802,0
67,-43.52037096816411,22.853748307252044,0
68,-44.166165788927266,19.882348152215684,0
69,-46.677779218529835,21.014167527182217,0
70,-44.76225394790829,21.378988596637058,0
